담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시
아동청소년과,군포시 청소년 권리 증진을 위한 조례,2023-01-31,제3조,검토 필요,청소년 보호법,제2조,내용변경,「청소년 보호법」 제2조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
아동청소년과,군포시 청소년 권리 증진을 위한 조례,2023-01-31,제6조,검토 필요,청소년 기본법,제14조,내용변경,「청소년 기본법」 제14조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
아동청소년과,군포시 청소년시설 설치 및 운영 조례,2025-12-10,제6조,검토 필요,관공서의 공휴일에 관한 규정,제2조,내용변경,「관공서의 공휴일에 관한 규정」 제2조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
아동청소년과,군포시 청소년육성위원회 등의 설치 및 운영에 관한 조례,2023-01-31,제2조,검토 필요,청소년기본법,제11조,내용변경,「청소년기본법」 제11조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
아동청소년과,군포시 청소년육성위원회 등의 설치 및 운영에 관한 조례,2023-01-31,제2조,검토 필요,청소년보호법,제48조,내용변경,「청소년보호법」 제48조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
아동청소년과,군포시 청소년육성위원회 등의 설치 및 운영에 관한 조례,2023-01-31,제15조,검토 필요,청소년보호법,제2조제5호,내용변경,「청소년보호법」 제2조 개정 내용을 반영하여 이 조례 제15조을(를) 검토·정비
아동청소년과,군포시 청소년육성위원회 등의 설치 및 운영에 관한 조례,2023-01-31,제20조,검토 필요,청소년보호법,제48조,내용변경,「청소년보호법」 제48조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
아동청소년과,군포시 학교폭력예방 및 대책에 관한 조례,2020-09-29,제2조,검토 필요,학교폭력예방 및 대책에 관한 법률,제2조제1호,내용변경,「학교폭력예방 및 대책에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
아동청소년과,군포시 학교폭력예방 및 대책에 관한 조례,2020-09-29,제2조,검토 필요,초ㆍ중등교육법,제61조,내용변경,「초ㆍ중등교육법」 제61조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
아동청소년과,군포시 학교폭력예방 및 대책에 관한 조례,2020-09-29,제4조,검토 필요,학교폭력예방 및 대책에 관한 법률,제15조,내용변경,「학교폭력예방 및 대책에 관한 법률」 제15조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
안전총괄과,군포시 노후기반시설 조기교체 성능개선 촉진 조례,2020-03-16,제5조,검토 필요,시설물의 안전 및 유지관리에 관한 특별법,제6조,내용변경,「시설물의 안전 및 유지관리에 관한 특별법」 제6조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제1조,검토 필요,재난 및 안전관리 기본법,제66조제4항,내용변경,「재난 및 안전관리 기본법」 제66조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제2조,검토 필요,재난 및 안전관리 기본법,제3조제1호나목,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제4조,검토 필요,사회재난 구호 및 복구 비용 부담기준 등에 관한 규정,제3조제1항제1호,내용변경,「사회재난 구호 및 복구 비용 부담기준 등에 관한 규정」 제3조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제2조,검토 필요,재난 및 안전관리 기본법,제60조제2항,내용변경,「재난 및 안전관리 기본법」 제60조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 시민안전보험 가입 및 운영 조례,2021-09-30,제1조,검토 필요,재난 및 안전관리 기본법,제4조,내용변경,「재난 및 안전관리 기본법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 시민안전보험 가입 및 운영 조례,2021-09-30,제2조,검토 필요,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 안전관리위원회 운영 조례,2020-03-16,제1조,검토 필요,재난 및 안전관리 기본법,제11조,내용변경,「재난 및 안전관리 기본법」 제11조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 안전관리자문단 구성 및 운영에 관한 조례,2023-05-01,제3조,검토 필요,재난 및 안전관리 기본법 시행령,제40조,내용변경,「재난 및 안전관리 기본법 시행령」 제40조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
안전총괄과,군포시 안전보안관 운영 조례,2023-09-27,제1조,검토 필요,재난 및 안전관리 기본법,제66조의4제3항,내용변경,「재난 및 안전관리 기본법」 제66조의4 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제1조,검토 필요,재난 및 안전관리 기본법,제4조,내용변경,「재난 및 안전관리 기본법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,검토 필요,노인복지법,제31조,내용변경,「노인복지법」 제31조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,검토 필요,장애인복지법,제58조,내용변경,「장애인복지법」 제58조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,검토 필요,아동복지법,제52조제1항,내용변경,「아동복지법」 제52조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,검토 필요,한부모가족지원법,제19조제1항,내용변경,「한부모가족지원법」 제19조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제2조,검토 필요,어린이제품 안전 특별법,제2조제9호,내용변경,「어린이제품 안전 특별법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,검토 필요,어린이놀이시설 안전관리법,제12조,내용변경,「어린이놀이시설 안전관리법」 제12조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,검토 필요,어린이놀이시설 안전관리법,제15조,내용변경,「어린이놀이시설 안전관리법」 제15조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,검토 필요,어린이놀이시설 안전관리법,제20조,내용변경,「어린이놀이시설 안전관리법」 제20조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,검토 필요,어린이놀이시설 안전관리법,제22조,내용변경,「어린이놀이시설 안전관리법」 제22조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
안전총괄과,군포시 자연재난 피해 예방ㆍ지원에 관한 조례,2025-07-11,제2조,검토 필요,재난안전법,,제명변경,인용한 「재난안전법」이(가) 현행 「재난 및 안전관리 기본법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
안전총괄과,군포시 자연재난 피해 예방ㆍ지원에 관한 조례,2025-07-11,제3조,검토 필요,재난안전법,,제명변경,인용한 「재난안전법」이(가) 현행 「재난 및 안전관리 기본법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
안전총괄과,군포시 자연재해 원인 조사ㆍ분석ㆍ평가 협의회 구성 및 운영에 관한 조례,2020-09-29,제3조,검토 필요,재난 및 안전관리 기본법,제60조,내용변경,「재난 및 안전관리 기본법」 제60조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,검토 필요,재난 및 안전관리 기본법,제3조제1호,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,검토 필요,영유아보육법,제2조제3호,내용변경,「영유아보육법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,검토 필요,노인복지법,제31조,내용변경,「노인복지법」 제31조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,검토 필요,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난기본소득 및 재난지원금 지급 조례,2023-07-04,제2조,검토 필요,재난 및 안전관리 기본법,제3조제1호,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난복구지원 군 장병 안전 확보 및 지원 조례,2024-10-02,제2조,검토 필요,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,검토 필요,수상에서의 수색ㆍ구조 등에 관한 법률,제7조,내용변경,「수상에서의 수색ㆍ구조 등에 관한 법률」 제7조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제8조,검토 필요,재난 및 안전관리 기본법,제34조의5,내용변경,「재난 및 안전관리 기본법」 제34조의5 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제21조,검토 필요,재난 및 안전관리 기본법,제38조의2,내용변경,「재난 및 안전관리 기본법」 제38조의2 개정 내용을 반영하여 이 조례 제21조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,검토 필요,재난 및 안전관리 기본법,제14조,내용변경,「재난 및 안전관리 기본법」 제14조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,검토 필요,재난 및 안전관리 기본법,제15조의2제1항,내용변경,「재난 및 안전관리 기본법」 제15조의2 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,검토 필요,재난 및 안전관리 기본법,제15조의2제5항,내용변경,「재난 및 안전관리 기본법」 제15조의2 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제11조,검토 필요,민방위기본법,제33조,내용변경,「민방위기본법」 제33조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제16조,검토 필요,응급의료에 관한 법률,제18조,내용변경,「응급의료에 관한 법률」 제18조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제4조,검토 필요,재난 및 안전관리 기본법,제3조제1호,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제10조,검토 필요,재난 및 안전관리 기본법,제34조의5,내용변경,「재난 및 안전관리 기본법」 제34조의5 개정 내용을 반영하여 이 조례 제10조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제12조,검토 필요,재난 및 안전관리 기본법,제39조,내용변경,「재난 및 안전관리 기본법」 제39조 개정 내용을 반영하여 이 조례 제12조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제18조,검토 필요,재난 및 안전관리 기본법,제34조의5,내용변경,「재난 및 안전관리 기본법」 제34조의5 개정 내용을 반영하여 이 조례 제18조을(를) 검토·정비
안전총괄과,군포시 재난현장 통합지원본부 설치 및 운영 조례,2019-04-18,제20조,검토 필요,재난 및 안전관리 기본법,제37조,내용변경,「재난 및 안전관리 기본법」 제37조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
안전총괄과,군포시 재해영향평가심의위원회 구성 및 운영 규칙,2019-12-31,제1조,검토 필요,자연재해대책법,제4조,내용변경,「자연재해대책법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 재해영향평가심의위원회 구성 및 운영 규칙,2019-12-31,제1조,검토 필요,자연재해대책법 시행령,제73조,내용변경,「자연재해대책법 시행령」 제73조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 지진피해 시설물 위험도 평가단 구성 및 운영에 관한 조례,2018-04-20,제1조,검토 필요,지진ㆍ화산재해대책법,제21조,내용변경,「지진ㆍ화산재해대책법」 제21조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 지진피해 시설물 위험도 평가단 구성 및 운영에 관한 조례,2018-04-20,제7조,검토 필요,실내공기질 관리법,제3조제1항,내용변경,「실내공기질 관리법」 제3조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
안전총괄과,군포시 침수방지시설 설치 지원에 관한 조례,2023-07-04,제6조,검토 필요,지하공간 침수 방지를 위한 수방기준,제2조,내용변경,「지하공간 침수 방지를 위한 수방기준」 제2조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
안전총괄과,군포시 풍수해 피해주민 지원 조례,2022-12-14,제2조,검토 필요,풍수해보험법,,제명변경,인용한 「풍수해보험법」이(가) 현행 「풍수해ㆍ지진재해보험법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
안전총괄과,군포시 풍수해 피해주민 지원 조례,2022-12-14,제5조,검토 필요,주택법,제2조,,「주택법」 제2조 변경 사항을 검토하여 이 조례 제5조 정비
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,검토 필요,의료법,,제명변경,인용한 「의료법」이(가) 현행 「공공보건의료에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,검토 필요,재난 및 안전관리 기본법,제4조,내용변경,「재난 및 안전관리 기본법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,검토 필요,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,검토 필요,노인복지법,제31조,내용변경,「노인복지법」 제31조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,검토 필요,장애인복지법,제58조,내용변경,「장애인복지법」 제58조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
여성가족과,군포시 가족센터 설치 및 운영 조례,2023-05-01,제1조,검토 필요,건강가정기본법,제35조,내용변경,「건강가정기본법」 제35조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
여성가족과,군포시 가족센터 설치 및 운영 조례,2023-05-01,제1조,검토 필요,다문화가족지원법,제12조,내용변경,「다문화가족지원법」 제12조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
여성가족과,군포시 가족센터 설치 및 운영 조례,2023-05-01,제7조,검토 필요,다문화가족지원법 시행규칙,제3조,내용변경,「다문화가족지원법 시행규칙」 제3조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
여성가족과,군포시 가족센터 설치 및 운영 조례,2023-05-01,제8조,검토 필요,건강가정기본법,제35조제5항,내용변경,「건강가정기본법」 제35조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
여성가족과,군포시 가족센터 설치 및 운영 조례,2023-05-01,제8조,검토 필요,건강가정기본법 시행규칙,제6조,내용변경,「건강가정기본법 시행규칙」 제6조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
여성가족과,군포시 디지털 성범죄 예방 및 피해자 보호ㆍ지원 조례,2023-07-04,제2조,검토 필요,성폭력범죄의 처벌 등에 관한 특례법,제14조의2,내용변경,「성폭력범죄의 처벌 등에 관한 특례법」 제14조의2 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 디지털 성범죄 예방 및 피해자 보호ㆍ지원 조례,2023-07-04,제2조,검토 필요,성폭력범죄의 처벌 등에 관한 특례법,제14조의3,내용변경,「성폭력범죄의 처벌 등에 관한 특례법」 제14조의3 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 디지털 성범죄 예방 및 피해자 보호ㆍ지원 조례,2023-07-04,제2조,검토 필요,아동ㆍ청소년의 성보호에 관한 법률,제11조,내용변경,「아동ㆍ청소년의 성보호에 관한 법률」 제11조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 디지털 성범죄 예방 및 피해자 보호ㆍ지원 조례,2023-07-04,제2조,검토 필요,아동ㆍ청소년의 성보호에 관한 법률,제15조의2,내용변경,「아동ㆍ청소년의 성보호에 관한 법률」 제15조의2 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제2조,검토 필요,영유아보육법,제6조,내용변경,「영유아보육법」 제6조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제13조,검토 필요,영유아보육법 시행규칙,제39조의3,내용변경,「영유아보육법 시행규칙」 제39조의3 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제16조,검토 필요,영유아보육법,제24조제2항,내용변경,「영유아보육법」 제24조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제12조,검토 필요,영유아보육법 시행령,제14조제1항,내용변경,「영유아보육법 시행령」 제14조 개정 내용을 반영하여 이 조례 제12조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제14조,검토 필요,영유아보육법 시행령,제24조제1항,내용변경,「영유아보육법 시행령」 제24조 개정 내용을 반영하여 이 조례 제14조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제23조,검토 필요,영유아보육법 시행령,제24조제1항,내용변경,「영유아보육법 시행령」 제24조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제16조,검토 필요,영유아보육법 시행규칙,제24조,내용변경,「영유아보육법 시행규칙」 제24조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제19조,검토 필요,영유아보육법 시행규칙,제25조,내용변경,「영유아보육법 시행규칙」 제25조 개정 내용을 반영하여 이 조례 제19조을(를) 검토·정비
여성가족과,군포시 보육 조례,2021-07-01,제24조,검토 필요,영유아보육법 시행규칙,제35조의9,내용변경,「영유아보육법 시행규칙」 제35조의9 개정 내용을 반영하여 이 조례 제24조을(를) 검토·정비
여성가족과,군포시 아동ㆍ여성 안전 지역연대 운영 조례,2023-07-04,제1조,검토 필요,성폭력방지 및 피해자보호 등에 관한 법률,제3조,내용변경,「성폭력방지 및 피해자보호 등에 관한 법률」 제3조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
여성가족과,군포시 아이돌봄 지원 조례,2023-12-12,제2조,검토 필요,아이돌봄 지원법,제7조,내용변경,「아이돌봄 지원법」 제7조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 아이돌봄 지원 조례,2023-12-12,제2조,검토 필요,아이돌봄 지원법,제11조,내용변경,「아이돌봄 지원법」 제11조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 아이돌봄 지원 조례,2023-12-12,제5조,검토 필요,아이돌봄 지원법,제11조,내용변경,「아이돌봄 지원법」 제11조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
여성가족과,군포시 양성평등 기본 조례,2020-09-29,제2조,검토 필요,양성평등기본법,제7조,내용변경,「양성평등기본법」 제7조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
여성가족과,군포시 한부모가족 지원 조례,2023-05-01,제4조,검토 필요,한부모가족지원법,제19조제1항,내용변경,「한부모가족지원법」 제19조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제1조,검토 필요,식품위생법,제89조,내용변경,「식품위생법」 제89조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제2조,검토 필요,건강기능식품에 관한 법률,제4조,내용변경,「건강기능식품에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제3조,검토 필요,건강기능식품에 관한 법률,제37조,내용변경,「건강기능식품에 관한 법률」 제37조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제3조,검토 필요,식품 등의 표시·광고에 관한 법률,제20조,내용변경,「식품 등의 표시·광고에 관한 법률」 제20조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제4조,검토 필요,건강기능식품에 관한 법률,제37조제4항,내용변경,「건강기능식품에 관한 법률」 제37조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제15조,검토 필요,건강기능식품에 관한 법률 시행령,제2조,내용변경,「건강기능식품에 관한 법률 시행령」 제2조 개정 내용을 반영하여 이 조례 제15조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제2조,검토 필요,식품위생법,제47조,내용변경,「식품위생법」 제47조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제3조,검토 필요,식품위생법,제83조,내용변경,「식품위생법」 제83조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,군포시 식품진흥기금 설치 및 운용 조례,2021-04-26,제5조,검토 필요,식품위생법,제89조제3항,내용변경,「식품위생법」 제89조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
위생자원과,군포시 위생업소 등 지원에 관한 조례,2021-01-15,제2조,검토 필요,식품위생법 시행령,제21조,내용변경,「식품위생법 시행령」 제21조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
위생자원과,군포시 위생업소 등 지원에 관한 조례,2021-01-15,제2조,검토 필요,식품위생법,제59조,내용변경,「식품위생법」 제59조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
위생자원과,"군포시 음식물류 폐기물의 발생억제, 수집ㆍ운반 및 재활용 촉진에 관한 조례",2021-07-01,제3조,검토 필요,폐기물관리법,제14조제1항,내용변경,「폐기물관리법」 제14조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,"군포시 음식물류 폐기물의 발생억제, 수집ㆍ운반 및 재활용 촉진에 관한 조례",2021-07-01,제8조,검토 필요,폐기물관리법 시행규칙,제16조의2,내용변경,「폐기물관리법 시행규칙」 제16조의2 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
