담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시
위생자원과,"군포시 음식물류 폐기물의 발생억제, 수집ㆍ운반 및 재활용 촉진에 관한 조례",2021-07-01,제5조,검토 필요,폐기물관리법,제14조의3,내용변경,「폐기물관리법」 제14조의3 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
위생자원과,"군포시 음식물류 폐기물의 발생억제, 수집ㆍ운반 및 재활용 촉진에 관한 조례",2021-07-01,제11조,검토 필요,폐기물관리법,제68조,내용변경,「폐기물관리법」 제68조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
위생자원과,"군포시 음식물류 폐기물의 발생억제, 수집ㆍ운반 및 재활용 촉진에 관한 조례",2021-07-01,제20조,검토 필요,폐기물관리법,제68조,내용변경,「폐기물관리법」 제68조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제2조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이(가) 현행 「순환경제사회 전환 촉진법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제6조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이(가) 현행 「순환경제사회 전환 촉진법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제8조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이(가) 현행 「순환경제사회 전환 촉진법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제8조,검토 필요,지방공기업법,제49조,내용변경,「지방공기업법」 제49조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제3조,검토 필요,자원의 절약과 재활용촉진에 관한 법률,제7조,내용변경,「자원의 절약과 재활용촉진에 관한 법률」 제7조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제4조,검토 필요,자원의 절약과 재활용촉진에 관한 법률 시행령,제8조,내용변경,「자원의 절약과 재활용촉진에 관한 법률 시행령」 제8조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제4조,검토 필요,자원의 절약과 재활용촉진에 관한 법률 시행규칙,제3조의2,내용변경,「자원의 절약과 재활용촉진에 관한 법률 시행규칙」 제3조의2 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제6조,검토 필요,자원의 절약과 재활용촉진에 관한 법률,제41조,내용변경,「자원의 절약과 재활용촉진에 관한 법률」 제41조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제2조,검토 필요,폐기물관리법,제2조,내용변경,「폐기물관리법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제25조,검토 필요,폐기물관리법,제68조,내용변경,「폐기물관리법」 제68조 개정 내용을 반영하여 이 조례 제25조을(를) 검토·정비
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제11조,검토 필요,폐기물관리법 시행령,제7조,내용변경,「폐기물관리법 시행령」 제7조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제25조,검토 필요,폐기물관리법 시행령,제38조,내용변경,「폐기물관리법 시행령」 제38조 개정 내용을 반영하여 이 조례 제25조을(를) 검토·정비
위생자원과,군포시 폐기물 관리에 관한 조례 시행규칙,2023-05-01,제4조,검토 필요,건설폐기물의 재활용 촉진에 관한 법률,제13조의2,내용변경,「건설폐기물의 재활용 촉진에 관한 법률」 제13조의2 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
위생자원과,군포시 폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 조례,2023-07-04,제7조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제27조제2항,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제27조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
위생자원과,군포시 폐기물처리시설 특별회계 설치 및 운영 조례,2023-09-27,제1조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제4조,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
위생자원과,군포시 폐기물처리시설 특별회계 설치 및 운영 조례,2023-09-27,제3조,검토 필요,폐기물관리법,제2조,내용변경,「폐기물관리법」 제2조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
위생자원과,군포시 환경관리소 운영 및 관리 조례,2020-09-29,제6조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제35조제3항,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제35조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
의회사무과,군포시의회 공무원 행동강령 규칙,2025-01-07,제5조의4,검토 필요,공공기관의 운영에 관한 법률,제4조제1항,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제5조의4을(를) 검토·정비
의회사무과,군포시의회 공인 조례,2022-04-25,제1조,검토 필요,행정 효율과 협업 촉진에 관한 규정,,제명변경,인용한 「행정 효율과 협업 촉진에 관한 규정」이(가) 현행 「행정업무의 운영 및 혁신에 관한 규정」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
의회사무과,군포시의회 공인 조례,2022-04-25,제13조,검토 필요,행정업무의 효율적 운영에 관한 규정,,제명변경,인용한 「행정업무의 효율적 운영에 관한 규정」이(가) 현행 「행정업무의 운영 및 혁신에 관한 규정」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
의회사무과,군포시의회 공인 조례,2022-04-25,제13조,검토 필요,행정업무의 효율적 운영에 관한 규정 시행규칙,,제명변경,인용한 「행정업무의 효율적 운영에 관한 규정 시행규칙」이(가) 현행 「행정업무의 운영 및 혁신에 관한 규정 시행규칙」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
의회사무과,군포시의회 의원 행동강령 조례,2025-01-07,제10조의3,검토 필요,공공기관의 운영에 관한 법률,제4조제1항,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제10조의3을(를) 검토·정비
의회사무과,군포시의회 인사청문회 조례,2024-07-09,제4조,검토 필요,지방공기업법,제49조,내용변경,「지방공기업법」 제49조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
의회사무과,군포시의회 정책지원관 운영 및 관리에 관한 조례,2025-12-10,제4조,검토 필요,지방공무원법,제61조,내용변경,「지방공무원법」 제61조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
의회사무과,군포시의회 지방공무원 근무 규칙,2022-01-13,제4조,검토 필요,공무원 여비 규정,제18조,내용변경,「공무원 여비 규정」 제18조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
의회사무과,군포시의회 지방공무원 근무 규칙,2022-01-13,제6조,검토 필요,공무원 여비 규정,제18조,내용변경,「공무원 여비 규정」 제18조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
의회사무과,군포시의회 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2022-01-13,제2조,검토 필요,지방공무원 명예퇴직수당 등 지급 규정,제3조,내용변경,「지방공무원 명예퇴직수당 등 지급 규정」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
의회사무과,군포시의회 지방공무원 인사 규칙,2026-04-22,제3조,검토 필요,지방공무원 임용령,제21조의2,내용변경,「지방공무원 임용령」 제21조의2 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
의회사무과,군포시의회 행정사무감사 및 조사에 관한 조례,2022-12-14,제6조,검토 필요,지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률,제2조,내용변경,「지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
의회사무과,군포시의회 회의 규칙,2025-07-11,제56조의2,검토 필요,주민조례발안법,,제명변경,인용한 「주민조례발안법」이(가) 현행 「주민조례발안에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
의회사무과,군포시의회에 출석하여 답변할 수 있는 관계공무원 등의 범위에 관한 조례,2022-04-25,제2조,검토 필요,지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률,제2조,내용변경,「지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
자치분권과,군포시 민주화운동 기념에 관한 조례,2020-09-29,제2조,검토 필요,민주화운동기념사업회법,제2조,내용변경,「민주화운동기념사업회법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
자치분권과,군포시 사회적경제 육성 지원에 관한 조례,2021-09-30,제2조,검토 필요,도시재생 활성화 및 지원에 관한 특별법,제2조제1항제9호,내용변경,「도시재생 활성화 및 지원에 관한 특별법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
자치분권과,군포시 자율방범대 및 범죄피해자 지원에 관한 조례,2024-05-15,제2조,검토 필요,자율방범대법,,제명변경,인용한 「자율방범대법」이(가) 현행 「자율방범대 설치 및 운영에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
자치분권과,군포시 자율방범대 및 범죄피해자 지원에 관한 조례,2024-05-15,제10조,검토 필요,자율방범대법,,제명변경,인용한 「자율방범대법」이(가) 현행 「자율방범대 설치 및 운영에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
자치분권과,군포시 재난현장 통합자원봉사지원단 구성 및 운영 등에 관한 조례,2020-09-29,제7조,검토 필요,재해구호법,제4조의2,내용변경,「재해구호법」 제4조의2 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
자치분권과,군포시 주민자치회 설치 및 운영 조례,2026-01-07,제1조,검토 필요,지방자치분권 및 지역균형발전에 관한 특별법,,제명변경,인용한 「지방자치분권 및 지역균형발전에 관한 특별법」이(가) 현행 「지방자치분권 및 균형성장에 관한 특별법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
자치분권과,군포시 주민자치회 설치 및 운영 조례,2026-01-07,제5조,검토 필요,지방자치분권 및 지역균형발전에 관한 특별법,,제명변경,인용한 「지방자치분권 및 지역균형발전에 관한 특별법」이(가) 현행 「지방자치분권 및 균형성장에 관한 특별법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
자치분권과,군포시 주민자치회 설치 및 운영 조례,2026-01-07,제5조,검토 필요,특별법,,제명변경,인용한 「특별법」이(가) 현행 「10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
자치분권과,군포시 주민자치회 설치 및 운영 조례,2026-01-07,제19조,검토 필요,특별법,,제명변경,인용한 「특별법」이(가) 현행 「10ㆍ29이태원참사 피해자 권리보장과 진상규명 및 재발방지를 위한 특별법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제13조,검토 필요,도시 및 주거환경정비법 시행령,제33조,내용변경,「도시 및 주거환경정비법 시행령」 제33조 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제13조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법 시행령,제16조제1항,내용변경,「노후계획도시 정비 및 지원에 관한 특별법 시행령」 제16조 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제14조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법 시행령,제16조제1항제3호,내용변경,「노후계획도시 정비 및 지원에 관한 특별법 시행령」 제16조 개정 내용을 반영하여 이 조례 제14조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제15조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법 시행령,제17조제3항제9호,내용변경,「노후계획도시 정비 및 지원에 관한 특별법 시행령」 제17조 개정 내용을 반영하여 이 조례 제15조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제16조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법 시행령,제18조제1호,내용변경,「노후계획도시 정비 및 지원에 관한 특별법 시행령」 제18조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제16조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법 시행령,제18조제3호,내용변경,「노후계획도시 정비 및 지원에 관한 특별법 시행령」 제18조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제16조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법,제15조제2항,내용변경,「노후계획도시 정비 및 지원에 관한 특별법」 제15조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제20조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법,제22조제2항,내용변경,「노후계획도시 정비 및 지원에 관한 특별법」 제22조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제20조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법,제22조제3항,내용변경,「노후계획도시 정비 및 지원에 관한 특별법」 제22조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
주택정책과,군포시 노후계획도시 정비 및 지원에 관한 조례,2024-10-02,제20조,검토 필요,노후계획도시 정비 및 지원에 관한 특별법,제22조제3항제10호,내용변경,「노후계획도시 정비 및 지원에 관한 특별법」 제22조 개정 내용을 반영하여 이 조례 제20조을(를) 검토·정비
주택정책과,군포시 도시ㆍ주거환경정비기금 설치 및 운용 조례,2022-08-12,제1조,검토 필요,도시 및 주거환경정비법,제126조,내용변경,「도시 및 주거환경정비법」 제126조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
주택정책과,군포시 도시ㆍ주거환경정비기금 설치 및 운용 조례,2022-08-12,제3조,검토 필요,지방세법,제112조,내용변경,「지방세법」 제112조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
주택정책과,군포시 도시ㆍ주거환경정비기금 설치 및 운용 조례,2022-08-12,제4조,검토 필요,도시 및 주거환경정비법,제126조제3항,내용변경,「도시 및 주거환경정비법」 제126조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
주택정책과,군포시 도시ㆍ주거환경정비기금 설치 및 운용 조례,2022-08-12,제4조,검토 필요,도시 및 주거환경정비법,제78조,내용변경,「도시 및 주거환경정비법」 제78조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
주택정책과,군포시 주거 정비 지원센터 설립 및 운영 조례,2023-01-09,제2조,검토 필요,도시 및 주거환경정비법,제2조제2호,내용변경,「도시 및 주거환경정비법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
주택정책과,군포시 주거복지 지원 조례,2021-04-26,제7조,검토 필요,주거기본법 시행령,제13조,내용변경,「주거기본법 시행령」 제13조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
주택정책과,군포시 주거복지 지원 조례,2021-04-26,제7조,검토 필요,주거기본법 시행령,제13조제3항,내용변경,「주거기본법 시행령」 제13조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
주택정책과,군포시 주택 조례,2021-07-01,제3조,검토 필요,주택건설기준 등에 관한 규정,제55조의2제6항,내용변경,「주택건설기준 등에 관한 규정」 제55조의2 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
주택정책과,군포시 주택 조례,2021-07-01,제4조,검토 필요,민간임대주택에 관한 특별법,제5조,내용변경,「민간임대주택에 관한 특별법」 제5조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
지역경제과,군포시 경력보유여성등의 경력 유지 및 경제활동 촉진에 관한 조례,2023-12-12,제9조,검토 필요,여성의 경제활동 촉진과 경력단절 예방법,제5조,내용변경,「여성의 경제활동 촉진과 경력단절 예방법」 제5조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비
지역경제과,군포시 경력보유여성등의 경력 유지 및 경제활동 촉진에 관한 조례,2023-12-12,제11조,검토 필요,여성의 경제활동 촉진과 경력단절 예방법,제10조,내용변경,「여성의 경제활동 촉진과 경력단절 예방법」 제10조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
지역경제과,군포시 경력보유여성등의 경력 유지 및 경제활동 촉진에 관한 조례,2023-12-12,제11조,검토 필요,여성의 경제활동 촉진과 경력단절 예방법,제13조제2항,내용변경,「여성의 경제활동 촉진과 경력단절 예방법」 제13조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
지역경제과,군포시 경력보유여성등의 경력 유지 및 경제활동 촉진에 관한 조례,2023-12-12,제11조,검토 필요,여성의 경제활동 촉진과 경력단절 예방법,제14조,내용변경,「여성의 경제활동 촉진과 경력단절 예방법」 제14조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
지역경제과,군포시 경력보유여성등의 경력 유지 및 경제활동 촉진에 관한 조례,2023-12-12,제11조,검토 필요,여성의 경제활동 촉진과 경력단절 예방법,제15조,내용변경,「여성의 경제활동 촉진과 경력단절 예방법」 제15조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
지역경제과,군포시 골목형상점가 활성화 지원에 관한 조례,2025-12-10,제5조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제2조제12호,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제2조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제2조,검토 필요,동물보호법 시행규칙,제3조,내용변경,「동물보호법 시행규칙」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제2조,검토 필요,동물보호법 시행령,제4조,내용변경,「동물보호법 시행령」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제5조,검토 필요,동물보호법 시행령,제4조,내용변경,「동물보호법 시행령」 제4조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제13조,검토 필요,동물보호법 시행령,제11조제1항,내용변경,「동물보호법 시행령」 제11조 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제16조,검토 필요,동물보호법 시행규칙,제16조,내용변경,「동물보호법 시행규칙」 제16조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제17조,검토 필요,동물보호법 시행규칙,제21조제3항,내용변경,「동물보호법 시행규칙」 제21조 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비
지역경제과,군포시 동물복지 조례,2025-03-17,제25조,검토 필요,동물보호법 시행규칙,제26조제2항,내용변경,「동물보호법 시행규칙」 제26조 개정 내용을 반영하여 이 조례 제25조을(를) 검토·정비
지역경제과,군포시 전통상업보존구역 지정 및 대규모ㆍ준대규모점포의 등록제한 등에 관한 조례,2020-03-16,제2조,검토 필요,중소기업기본법,제2조,내용변경,「중소기업기본법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
지역경제과,군포시 전통상업보존구역 지정 및 대규모ㆍ준대규모점포의 등록제한 등에 관한 조례,2020-03-16,제17조,검토 필요,유통산업발전법,제8조,내용변경,「유통산업발전법」 제8조 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제3조,검토 필요,유통산업발전법,제8조,내용변경,「유통산업발전법」 제8조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제2조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제65조,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제65조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제2조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제67조제1항,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제67조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제19조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제65조,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제65조 개정 내용을 반영하여 이 조례 제19조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제23조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제65조제4항,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제65조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제27조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제67조제1항,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제67조 개정 내용을 반영하여 이 조례 제27조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제29조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제20조,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제20조 개정 내용을 반영하여 이 조례 제29조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제37조,검토 필요,전통시장 및 상점가 육성을 위한 특별법,제74조,내용변경,「전통시장 및 상점가 육성을 위한 특별법」 제74조 개정 내용을 반영하여 이 조례 제37조을(를) 검토·정비
지역경제과,군포시 전통시장 및 상점가 육성을 위한 조례,2019-07-09,제37조,검토 필요,전통시장 및 상점가 육성을 위한 특별법 시행령,제35조,내용변경,「전통시장 및 상점가 육성을 위한 특별법 시행령」 제35조 개정 내용을 반영하여 이 조례 제37조을(를) 검토·정비
지역경제과,군포시 지역화폐 발행 및 운영 조례,2025-07-11,제8조,검토 필요,소상공인기본법 시행령,제3조,내용변경,「소상공인기본법 시행령」 제3조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
지역경제과,군포시 지역화폐 발행 및 운영 조례,2025-07-11,제8조의2,검토 필요,사행산업통합감독위원회법,제2조제1호,내용변경,「사행산업통합감독위원회법」 제2조 개정 내용을 반영하여 이 조례 제8조의2을(를) 검토·정비
