담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,주차장법,제30조,내용변경,「주차장법」 제30조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비 (덧붙여 「주차장법」처럼 꺽쇠 서식으로 정정)
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,도로교통법,제160조,내용변경,「도로교통법」 제160조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비 (덧붙여 「도로교통법」처럼 꺽쇠 서식으로 정정)
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,지방세법,제112조,내용변경,「지방세법」 제112조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
차량관리과,군포시 자동차관리사업 모범사업자 지정 등에 관한 조례,2015-10-12,제1조,검토 필요,자동차관리법 시행규칙,제117조의2,내용변경,「자동차관리법 시행규칙」 제117조의2 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
차량관리과,군포시 자동차정비업 지원 조례,2025-10-10,제5조,검토 필요,비영리단체 지원법,,제명변경,인용한 「비영리단체 지원법」이(가) 현행 「비영리민간단체 지원법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
차량관리과,군포시 주차장 설치 및 관리 조례,2025-01-01,제21조,검토 필요,주차장법,제10조제1항제3호,내용변경,「주차장법」 제10조 개정 내용을 반영하여 이 조례 제21조을(를) 검토·정비
차량관리과,군포시 주차장 설치 및 관리 조례,2025-01-01,제25조,검토 필요,주차장법,제19조의5제2항,내용변경,「주차장법」 제19조의5 개정 내용을 반영하여 이 조례 제25조을(를) 검토·정비
하수과,군포시 가축사육 제한지역 지정에 관한 조례,2017-09-29,제2조,검토 필요,가축분뇨의 관리 및 이용에 관한 법률,제8조제1항,내용변경,「가축분뇨의 관리 및 이용에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
하수과,군포시 가축사육 제한지역 지정에 관한 조례,2017-09-29,제2조의2,검토 필요,행정절차법,제46조,내용변경,「행정절차법」 제46조 개정 내용을 반영하여 이 조례 제2조의2을(를) 검토·정비
하수과,군포시 가축사육 제한지역 지정에 관한 조례,2017-09-29,제2조의2,검토 필요,가축분뇨의 관리 및 이용에 관한 법률,제8조제1항,내용변경,「가축분뇨의 관리 및 이용에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제2조의2을(를) 검토·정비
하수과,군포시 가축사육 제한지역 지정에 관한 조례,2017-09-29,제2조의2,검토 필요,가축분뇨의 관리 및 이용에 관한 법률,제8조제5항,내용변경,「가축분뇨의 관리 및 이용에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제2조의2을(를) 검토·정비
하수과,군포시 공중화장실 등의 설치 및 관리 조례,2024-01-08,제3조,검토 필요,광진흥법,,제명변경,인용한 「광진흥법」이(가) 현행 「관광진흥법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제2조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제6조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제6조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제3조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률 시행규칙,제4조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률 시행규칙」 제4조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제4조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률 시행규칙,제7조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률 시행규칙」 제7조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제3조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제8조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제4조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제9조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제9조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제5조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제21조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제21조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제6조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제8조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
하수과,군포시 물의 재이용 촉진 및 지원에 관한 조례,2022-08-12,제6조,검토 필요,물의 재이용 촉진 및 지원에 관한 법률,제9조,내용변경,「물의 재이용 촉진 및 지원에 관한 법률」 제9조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
하수과,군포시 지방공기업 하수도사업회계 규칙,2021-04-26,제7조,검토 필요,법인세법시행령,제76조,내용변경,「법인세법시행령」 제76조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비 (덧붙여 「법인세법시행령」처럼 꺽쇠 서식으로 정정)
하수과,군포시 하수도 사용 조례,2024-01-08,제12조,검토 필요,건축법,제22조제1항,내용변경,「건축법」 제22조 개정 내용을 반영하여 이 조례 제12조을(를) 검토·정비
하수과,군포시 하수도 사용 조례,2024-01-08,제12조,검토 필요,건축법,제22조제4항,내용변경,「건축법」 제22조 개정 내용을 반영하여 이 조례 제12조을(를) 검토·정비
하수과,군포시 하수도 사용 조례,2024-01-08,제12조,검토 필요,하수도법 시행규칙,제23조,내용변경,「하수도법 시행규칙」 제23조 개정 내용을 반영하여 이 조례 제12조을(를) 검토·정비
하수과,군포시 하수도 사용 조례,2024-01-08,제14조,검토 필요,물환경보전법,제32조제9항,내용변경,「물환경보전법」 제32조 개정 내용을 반영하여 이 조례 제14조을(를) 검토·정비
하수과,군포시 하수도 사용 조례,2024-01-08,제17조,검토 필요,물환경보전법,제38조의2,내용변경,「물환경보전법」 제38조의2 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비
하수과,군포시 하수도 사용 조례,2024-01-08,제19조,검토 필요,하수도법 시행령,제24조제5항,내용변경,「하수도법 시행령」 제24조 개정 내용을 반영하여 이 조례 제19조을(를) 검토·정비
행정지원과,군포시 고문 공인노무사 운영 조례,2018-10-08,제3조,검토 필요,공인노무사법,제20조,내용변경,「공인노무사법」 제20조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비 (덧붙여 「공인노무사법」처럼 꺽쇠 서식으로 정정)
행정지원과,군포시 공무원 후생복지에 관한 조례,2024-12-10,제9조,검토 필요,공무원 노동조합 및 운영 등에 관한 법률,,제명변경,인용한 「공무원 노동조합 및 운영 등에 관한 법률」이(가) 현행 「공무원의 노동조합 설립 및 운영 등에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
행정지원과,군포시 사무의 공공기관 위탁 및 대행에 관한 조례,2025-03-17,제2조,검토 필요,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
행정지원과,군포시 사무의 공공기관 위탁 및 대행에 관한 조례,2025-03-17,제2조,검토 필요,지방공기업법,제49조,내용변경,「지방공기업법」 제49조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
행정지원과,군포시 사무의 공공기관 위탁 및 대행에 관한 조례,2025-03-17,제8조,검토 필요,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제2조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제3조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제3조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제5조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제5조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제5조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제7조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제7조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제5조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제7조제2항,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제7조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제6조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제7조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제7조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제8조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제9조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제9조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제9조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제9조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제9조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비
행정지원과,군포시 지방공무원 명예퇴직수당 등 지급에 관한 규칙,2015-12-09,제13조,검토 필요,지방공무원 명예퇴직수당 등 지급규정,제12조,내용변경,「지방공무원 명예퇴직수당 등 지급규정」 제12조 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비
행정지원과,군포시 지방공무원 수당 지급 조례,2018-10-08,제2조,검토 필요,의료법,,제명변경,인용한 「의료법」이(가) 현행 「공공보건의료에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
행정지원과,군포시 지방공무원 인사 규칙,2026-04-22,제3조,검토 필요,지방공무원 임용령,제21조의2,내용변경,「지방공무원 임용령」 제21조의2 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
행정지원과,군포시 지방공무원 인사 규칙,2026-04-22,제15조,검토 필요,지방공무원 임용령,제17조제1항제4호,내용변경,「지방공무원 임용령」 제17조 개정 내용을 반영하여 이 조례 제15조을(를) 검토·정비
행정지원과,군포시 지방공무원 인사 규칙,2026-04-22,제32조,검토 필요,지방공무원 임용령,제33조,내용변경,「지방공무원 임용령」 제33조 개정 내용을 반영하여 이 조례 제32조을(를) 검토·정비
행정지원과,군포시 청원경찰 징계 규칙,2012-09-25,제1조,검토 필요,청원경찰법 시행령,제8조제5항,내용변경,「청원경찰법 시행령」 제8조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
행정지원과,군포시 행정기구 및 정원 조례,2026-04-22,제17조,검토 필요,지방자치법,제3조제3항,내용변경,「지방자치법」 제3조 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비
홍보실,군포시 시보 발행 규칙,2018-10-08,제2조,검토 필요,사무관리규정,,제명변경,인용한 「사무관리규정」이(가) 현행 「행정업무의 운영 및 혁신에 관한 규정」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제1조,검토 필요,대기환경보전법,제58조,내용변경,「대기환경보전법」 제58조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제1조,검토 필요,대기관리권역의 대기환경개선에 관한 특별법,제26조,내용변경,「대기관리권역의 대기환경개선에 관한 특별법」 제26조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제2조,검토 필요,대기관리권역의 대기환경개선에 관한 특별법,제2조제5호,내용변경,「대기관리권역의 대기환경개선에 관한 특별법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제2조,검토 필요,대기환경보전법,제60조,내용변경,「대기환경보전법」 제60조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제5조,검토 필요,대기관리권역의 대기환경개선에 관한 특별법,제26조,내용변경,「대기관리권역의 대기환경개선에 관한 특별법」 제26조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제2조,검토 필요,대기환경보전법,제48조,내용변경,「대기환경보전법」 제48조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제3조,검토 필요,대기환경보전법,제58조,내용변경,「대기환경보전법」 제58조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제3조,검토 필요,대기환경보전법,제2조제17호,내용변경,「대기환경보전법」 제2조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비
환경과,군포시 경유자동차 및 건설기계 저공해 촉진 및 지원 조례,2021-04-26,제7조,검토 필요,대기환경보전법,제58조,내용변경,「대기환경보전법」 제58조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
환경과,군포시 녹색제품 구매촉진 조례,2015-10-12,제1조,검토 필요,녹색제품 구매촉진에 관한 법률,제11조,내용변경,「녹색제품 구매촉진에 관한 법률」 제11조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
환경과,군포시 대기 및 수질환경 관련법규 위반사업장 공개에 관한 조례,2023-05-01,제2조,검토 필요,대기환경보전법,제23조,내용변경,「대기환경보전법」 제23조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 대기 및 수질환경 관련법규 위반사업장 공개에 관한 조례,2023-05-01,제2조,검토 필요,물환경보전법,제33조,내용변경,「물환경보전법」 제33조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 멸종위기 맹꽁이 등 야생생물 보호 및 생물다양성 증진을 위한 조례,2020-03-16,제6조,검토 필요,생물다양성 보전 및 이용에 관한 법률,제7조,내용변경,「생물다양성 보전 및 이용에 관한 법률」 제7조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
환경과,군포시 멸종위기 맹꽁이 등 야생생물 보호 및 생물다양성 증진을 위한 조례,2020-03-16,제7조,검토 필요,자연환경보전법,제30조제3항,내용변경,「자연환경보전법」 제30조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
환경과,군포시 멸종위기 맹꽁이 등 야생생물 보호 및 생물다양성 증진을 위한 조례,2020-03-16,제15조,검토 필요,지방공무원법,제31조,내용변경,「지방공무원법」 제31조 개정 내용을 반영하여 이 조례 제15조을(를) 검토·정비
환경과,군포시 멸종위기 맹꽁이 등 야생생물 보호 및 생물다양성 증진을 위한 조례,2020-03-16,제9조,검토 필요,야생생물 보호 및 관리에 관한 법률,제33조,내용변경,「야생생물 보호 및 관리에 관한 법률」 제33조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비
환경과,군포시 멸종위기 맹꽁이 등 야생생물 보호 및 생물다양성 증진을 위한 조례,2020-03-16,제9조,검토 필요,야생생물 보호 및 관리에 관한 법률,제6조,내용변경,「야생생물 보호 및 관리에 관한 법률」 제6조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비
환경과,군포시 실내공기질 관리에 관한 조례,2018-01-05,제7조,검토 필요,실내공기질 관리법,제12조,내용변경,「실내공기질 관리법」 제12조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비
환경과,군포시 실내공기질 관리에 관한 조례,2018-01-05,제8조,검토 필요,실내공기질 관리법,제9조,내용변경,「실내공기질 관리법」 제9조 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비
환경과,군포시 실내공기질 관리에 관한 조례,2018-01-05,제9조,검토 필요,실내공기질 관리법,제9조의2,내용변경,「실내공기질 관리법」 제9조의2 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비
환경과,군포시 실내공기질 관리에 관한 조례,2018-01-05,제11조,검토 필요,실내공기질 관리법,제10조,내용변경,「실내공기질 관리법」 제10조 개정 내용을 반영하여 이 조례 제11조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제4조,검토 필요,화학물질관리법,제6조,내용변경,「화학물질관리법」 제6조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제16조,검토 필요,화학물질관리법 시행규칙,제30조,내용변경,「화학물질관리법 시행규칙」 제30조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제16조,검토 필요,화학물질관리법,제12조제1항,내용변경,「화학물질관리법」 제12조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제16조,검토 필요,화학물질관리법,제23조의3,내용변경,「화학물질관리법」 제23조의3 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제16조,검토 필요,화학물질관리법,제10조,내용변경,「화학물질관리법」 제10조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제16조,검토 필요,화학물질관리법,제11조,내용변경,「화학물질관리법」 제11조 개정 내용을 반영하여 이 조례 제16조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제17조,검토 필요,화학물질관리법,제23조의4,내용변경,「화학물질관리법」 제23조의4 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제21조,검토 필요,화학물질관리법,제23조제8항,내용변경,「화학물질관리법」 제23조 개정 내용을 반영하여 이 조례 제21조을(를) 검토·정비
환경과,군포시 화학물질 안전관리에 관한 조례,2022-04-25,제22조,검토 필요,화학물질관리법,제11조의2제6항,내용변경,「화학물질관리법」 제11조의2 개정 내용을 반영하여 이 조례 제22조을(를) 검토·정비
환경과,군포시 환경친화적 자동차의 보급 및 이용 활성화를 위한 조례,2022-08-12,제2조,검토 필요,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,제2조제2호,내용변경,「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비
환경과,군포시 환경친화적 자동차의 보급 및 이용 활성화를 위한 조례,2022-08-12,제6조,검토 필요,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,제11조,내용변경,「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」 제11조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제28조,검토 필요,벤처기업육성에 관한 특별조치법,,제명변경,인용한 「벤처기업육성에 관한 특별조치법」이(가) 현행 「벤처기업육성에 관한 특별법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
회계과,군포시 공유재산 관리 조례,2025-07-11,제27조,검토 필요,산업입지 및 개발에 관한 법률,제8조,내용변경,「산업입지 및 개발에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제27조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제27조,검토 필요,외국인투자 촉진법,제18조,내용변경,「외국인투자 촉진법」 제18조 개정 내용을 반영하여 이 조례 제27조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제38조,검토 필요,도시 및 주거환경정비법,제2조,내용변경,「도시 및 주거환경정비법」 제2조 개정 내용을 반영하여 이 조례 제38조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제39조,검토 필요,산업입지 및 개발에 관한 법률,제8조,내용변경,「산업입지 및 개발에 관한 법률」 제8조 개정 내용을 반영하여 이 조례 제39조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제40조,검토 필요,기초연구진흥 및 기술개발지원에 관한 법률,제14조제1항제2호,내용변경,「기초연구진흥 및 기술개발지원에 관한 법률」 제14조 개정 내용을 반영하여 이 조례 제40조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제22조,검토 필요,공유재산 및 물품 관리법 시행령,제14조,내용변경,「공유재산 및 물품 관리법 시행령」 제14조 개정 내용을 반영하여 이 조례 제22조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제28조,검토 필요,공유재산 및 물품 관리법 시행령,제31조,내용변경,「공유재산 및 물품 관리법 시행령」 제31조 개정 내용을 반영하여 이 조례 제28조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제35조,검토 필요,공유재산 및 물품 관리법 시행령,제14조제1항,내용변경,「공유재산 및 물품 관리법 시행령」 제14조 개정 내용을 반영하여 이 조례 제35조을(를) 검토·정비
회계과,군포시 공유재산 관리 조례,2025-07-11,제35조,검토 필요,공유재산 및 물품 관리법 시행령,제31조제1항,내용변경,「공유재산 및 물품 관리법 시행령」 제31조 개정 내용을 반영하여 이 조례 제35조을(를) 검토·정비
회계과,군포시 보증채무 관리 조례,2018-10-08,제1조,검토 필요,지방재정법,제13조,내용변경,「지방재정법」 제13조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,공용차량 관리 규정,,제명변경,인용한 「공용차량 관리 규정」이(가) 현행 「공무용 차량 관리 규정」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인]
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,국가공무원법,제71조제2항,내용변경,「국가공무원법」 제71조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,지방공무원법,제63조제2항,내용변경,「지방공무원법」 제63조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,공무원 여비 규정,제29조,내용변경,「공무원 여비 규정」 제29조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,공무원 여비 규정,제18조제1항,내용변경,「공무원 여비 규정」 제18조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,공무원 여비 규정,제27조,내용변경,「공무원 여비 규정」 제27조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시 지방공무원 여비 조례,2022-01-13,제6조,검토 필요,공무원 여비 규정,제29조제1항,내용변경,「공무원 여비 규정」 제29조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시청과 그 소속기관의 부설주차장 관리조례,2025-05-08,제6조,검토 필요,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률,제2조,내용변경,「환경친화적 자동차의 개발 및 보급 촉진에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
회계과,군포시청과 그 소속기관의 부설주차장 관리조례,2025-05-08,제6조,검토 필요,대기환경보전법,제2조,내용변경,「대기환경보전법」 제2조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비
